Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
H,Brewer Pilots Point,South Yard,154,Patchogue River,,000907,4493,,"Outfall 018, South Yard",09/04/12,08/18/12,17,N,2.5,5.95,5.8,47.9,38,0.24,1.13,1.19,0.057,0.06,0.003,100.00%,100.00%,10.4,68,100.00%
H,Brewer Pilots Point,North Yard,154,Menunketesuck River,,000907,4493,N,"Outfall 007, North Yard",09/04/12,08/18/12,17,N,2.5,5.95,8.1,68.7,89,0.46,1.14,3.93,0.42,0.06,0.002,6.25%,6.25%,57,555,0.00%
H,Brewer Pilots Point,North Yard,154,Menunketesuck River,,002132,4493,N,"Outfall 003, North Yard",09/04/12,08/18/12,17,N,2.5,5.95,8,82.1,152,0.27,1.12,1.88,0.28,0.07,0.024,100.00%,100.00%,269,2020,
H,"Pier 76, Inc.","Pier 76, Inc.",154,,,000496,4493,N,"Pier 76, Inc.",09/04/12,08/18/12,17,N,2.5,5,6.5,71,444,0.32,0.59,0.8,0.036,0.12,0.014,,,,,
H,Brewer Pilots Point,South Yard,154,Patchogue River,,000907,4493,,"Outfall 008, South Yard",09/04/12,08/18/12,17,N,2.5,5.95,6.7,88,4,0.2,0.85,1.87,0.12,0.18,0.002,100.00%,18.50%,104,2170,35.00%
H,Brewer Pilots Point,South Yard,154,Patchogue River,,000907,4493,,"Outfall 011, South Yard",09/04/12,08/18/12,17,N,2.5,5.95,6.9,27.2,15,0.11,0.25,0.69,0.054,0.08,0.007,100.00%,70.70%,12.3,70,5.00%
H,Pootatuck Yacht Club,Pootatuck Yacht Club,138,Housatonic River,,002472,7997,Y,Outfall 1 (PYC-OF-1),04/22/12,04/01/12,21,N,0.75,6.58,7.16,67,61,0.36,1.34,0.39,0.078,0.028,0.001,100.00%,59.50%,18,104,0.00%
H,Jeff Marshall,Mystic Shipyard,137,"Mystic River, Long Island Sound",,002380,,N,#2 East Yard - Stafford St,09/04/12,08/18/12,17,N,2.5,8.35,6.35,15.3,16,0.13,0.25,1.11,0.4,0.16,0.005,,,,,
H,Mystic Shipyard,Mystic Shipyard,137,"Mystic River, Long Island Sound",,002380,,N,Stafford St,04/22/12,04/12/12,10,N,2.5,6.29,5.3,24.3,114,0.34,0.78,0.53,0.058,0.08,0.0005,23.30%,17.10%,,28,0.00%
H,BLP Marine,Fort Rachel Marina,137,Mystic River,,000663,,N,Outfall #2,09/04/12,,,N,2.5,6.13,7.2,55.1,113,0.52,1.28,2.62,0.21,0.1,0.001,,,,,
H,Mystic Shipyard,Mystic Shipyard,137,"Mystic River, Long Island Sound",,001557,4493,N,#1 West Yard - Essex St,09/04/12,08/18/12,17,N,2.5,5.88,5.8,171,147,0.49,11.7,2.27,2.12,1.47,0.121,,,,,
H,Ragged Rock Marina Corporation,Ragged Rock Marina,106,Basin-RR#1,,001270,,N,Ragged Rock Marina Basin #1 RR,09/19/12,09/07/12,12,N,0.5,4.7,6.4,0.5,2.5,0.072,0.25,0.2,0.048,0.031,0.001,70.70%,6.25%,9,20,0.00%
H,Ragged Rock Marina Corporation,Ragged Rock Marina,106,Basin-RR#2,,001270,,N,Ragged Rock Marina Basin-2 RR,09/19/12,09/07/12,12,N,0.5,4.7,6.3,6.3,2.5,0.12,0.25,0.2,0.068,0.13,0.001,6.25%,6.25%,9,23,0.00%
H,Ragged Rock Marina Corporation,Ragged Rock Marina,106,Basin #3,,001270,,N,Ragged Rock Marina Basin 3,09/19/12,09/07/12,12,N,0.5,4.7,6.1,6.8,2.5,0.075,0.25,0.1,0.041,0.029,0.001,29.70%,26.20%,9,22,0.00%
H,Rick Kral,Beacon Point Marine,057,Mianus River,,001158,4493,,Outfall 003,08/27/12,,,N,2.5,6.92,6.97,120,120,0.05,1.5,0.46,1.1,1.4,0.02,100.00%,100.00%,620,6880,100.00%
H,Brewer Dauntless Shipyard,Brewer Dauntless Shipyard,050,CB2,,000862,4493,Y,Shipyard,01/12/12,,,N,2.3,5.75,6.32,8,80,0.03,0.43,0.04,0.456,0.213,0.027,6.25%,6.25%,6,11,0.00%
H,Brewer Dauntless Shipyard,Brewer Dauntless Marina,050,Outfall 001,,002435,4493,Y,Marina,01/12/12,,,N,0.7,5.75,6.31,1,14,0.02,0.43,0.29,0.0025,0.021,0.001,100.00%,100.00%,4,17,100.00%
H,Tobey Russ,Three Belles Marina,045,"Smith Cove, Niantic River",,001997,4493,N,Outfall #1,09/04/12,,,N,2.5,5.52,6.76,2.68,27,0.11,0.25,0.89,0.02,0.01,0.0005,,,,,
H,Port Niantic,Port Niantic,045,Niantic River,,000856,4493,Y,1,03/29/12,03/12/12,17,N,0.7,6.14,6.61,47,12,0.33,3.42,0.49,0.955,1.13,0.005,,,,,
H,Brewer Deep River Marina,Brewer Deep River Marina,036,CT River,,000419,,,Parking Lot Catch Basin,09/04/12,08/18/12,17,N,0.7,4.98,5.7,7,64,0.03,0.89,1.49,0.225,0.119,0.003,6.25%,6.25%,6,32,0.00%
H,Victor Matz,"Chrisholm Marina, Inc.",026,CT River,,002436,4493,y,Outfall #1,01/12/12,12/27/11,16,N,2.5,5.8,5.7,8.38,21,0.03,0.25,0.56,0.078,0.01,0.003,18.50%,13.80%,3.06,19,0.00%
H,"Branford Landing Marina, Inc.",,014,Branford River,,001981,4493,,Outfall #1,09/05/12,08/28/12,8,N,1,6.6,6.5,24,36,0.09,0.78,0.36,0.229,0.102,0.03,46.70%,7.75%,7,37,0.00%
H,"Branford Landing Marina, Inc.",,014,Branford River,,001981,4493,Y,Outfall #1,01/27/12,01/23/12,4,N,10.2,7.6,7.5,42,42,0.11,1.43,1.2,0.253,0.164,0.037,18.30%,16.80%,13,88,0.00%
H,Norwest Marine Inc.,,103,Norwalk River,,001041,,N,,03/01/12,,,N,0.5,4.85,,2.5,,,,0.05,0.0354,0.0228,0.00375,100.00%,100.00%,12,62,100.00%
H,Connors and O'Brien Marina,Connors and O'Brien Marina,137,Pawcatuck River,,002418,4493,Y,Outfall 1 (CO OF-1),09/28/12,09/19/12,9,N,,,,,,,,,,,,,,,,
H,Rick Kral,Beacon Point Marina,126,,,002103,,N,,03/28/12,03/24/12,4,N,2.5,7.84,6.78,150,740,0.64,1.9,0.74,3.8,5.7,0.19,6.25%,6.25%,43,73,0.00%
H,"Urstadt Biddle Properties, Inc.",Stratford Boardwalk Marina,138,Housatonic River,,001901,4493,Y,CB-1,11/07/12,10/30/12,8,Y,3.2,5.8,6.83,240,84,0.92,3.4,0.48,4.6,0.85,0.022,21.00%,12.60%,160,350,0.00%
H,"Urstadt Biddle Properties, Inc.",Stratford Boardwalk Marina,138,Housatonic River,,001901,4493,Y,CB-2,11/07/12,10/30/12,8,Y,1.25,5.8,6.83,190,59,0.46,1.5,0.5,0.15,0.16,0.0065,35.40%,34.20%,1900,11080,0.00%
H,"Urstadt Biddle Properties, Inc.",Stratford Boardwalk Marina,138,Housatonic River,,001901,4493,Y,CB-1,05/08/12,05/04/12,4,N,8.2,6.4,6.7,130,68,0.13,1,0.05,0.22,0.19,0.03,,,,,
H,"Urstadt Biddle Properties, Inc.",Stratford Boardwalk Marina,138,Housatonic River,,001901,4493,Y,CB-2,05/08/12,05/04/12,4,N,6.9,6.4,6.45,170,380,0.33,0.5,0.05,0.17,0.12,0.026,,,,,
H,Stonington on the River,Stonington on the River,137,Pawcatuck River,,002288,,Y,Outfall #1,10/19/12,10/10/12,9,N,2.5,6.5,6.65,96.3,7,0.26,1.04,0.55,0.868,0.761,0.038,6.25%,6.25%,35.5,270,
H,Stonington on the River,Stonington on the River,137,Pawcatuck River,,002288,,Y,Outfall #1,03/28/12,,,N,2.5,6.26,6.5,25.6,6,0.21,4.8,0.37,1.039,0.34,0.005,6.25%,6.25%,7.07,29,0.00%
H,Myriam Clarkson,Niantic Dockominium Association,045,mouth of Niantic River,CT-EL-20,002453,4493,y,Outfall 001,09/04/12,08/28/12,7,N,0.7,4.8,6.8,10,1326,0.04,2.07,1.07,1.66,0.745,0.011,100.00%,39.30%,8,46,40.00%
H,Town of Stonington,Town Dock,137,Stonington Harbor,,000748,6512,N,Outfall 1 (Ston TD-1),04/22/12,04/12/12,10,N,2.6,6.58,6.18,53,93,0.4,2.31,0.35,0.095,0.631,0.026,100.00%,68.30%,6,46,0.00%
H,Town of Stonington,Town Dock,137,Stonington Harbor,,000748,6512,N,Outfall 1 (Ston TD-1),09/18/12,09/05/12,13,N,0.75,6.78,6.45,36,77,0.42,3.5,0.75,0.043,0.447,0.021,,,,,
H,Harry's Marine Repair ,Harry's Marine,154,,,000462,4492,N,,03/12/13,,,N,0.7,5.4,7.06,12,56,0.005,3.06,0.15,0.04,0.056,0.007,100.00%,100.00%,500,4490,95.00%
H,Richard Kral,Beacon Point Marine,057,Mianus River,,001158,4493,Y,Outfall 003,02/19/13,,,N,2.5,7.34,7.23,130,78,1.6,4.1,0.35,0.14,0.27,0.0065,100.00%,100.00%,520,3390,
H,ANTARES SHS 860 Limited Partnership,Harbour Square Marina,135,East Branch of the Stamford Harbor, ,002513,4493,Y,DSN-001,05/15/12,05/10/12,5,N,2.5,5.29,7.93,29.2,47,0.16,0.25,0.56,0.055,0.12,0.01,100.00%,72.20%,25.9,39,10.00%
H,Marina on Palmer Cove LLC,Palmers Cove Marina,059,Palmer Cove,,001137,5551,Y,Ramp,03/12/13,02/27/13,13,N,5.49,5.6,6.9,87.7,256,0.34,0.89,0.77,9.76,0.49,0.042,6.25%,6.25%,24.4,58,0.00%
H,"Dodson Boatyard, LLC",Dodson Boatyard,137,Stonington Harbor,,001651,4493,N,Outfall 2 (DBY OF-2),03/12/13,03/08/13,4,N,0.7,,4.44,21,6,0.22,1.06,0.41,0.272,0.161,0.016,6.25%,6.25%,54,196,0.00%
H,Gwenmor Marina,Gwenmor Marina,137,Mystic Harbor,,002313,4493,N,Outfall 1 (GM OF-1),03/12/13,03/08/13,4,N,2,,6.64,54,100,0.24,0.95,1.57,1.89,0.846,0.025,6.25%,6.25%,20,184,0.00%
H,Mystic River Marina,Mystic River Marina,137,Mystic Harbor,,000348,4493,Y,Outfall 1 (MRM-1),03/12/13,03/08/13,4,N,4.1,,3.56,87,170,0.44,1.86,0.8,2.95,0.822,0.095,6.25%,6.25%,28,88,0.00%
H,Connors and O'Brien Marina,Connors and O'Brien Marina,137,Pawcatuck River,,002418,4493,Y,Outfall 1 (CO OF-1),03/12/13,03/09/13,3,N,1.5,,7.02,109,36,1.34,1.87,0.16,3.08,0.335,0.11,6.25%,6.25%,48,251,0.00%
H,"Portland Boat Works, Inc. ",,113,CT River,4000-00-02,000270,4493,Y,Outfall 001,04/12/13,,>72hours,N,11.8,6.4,5.9,188,336,0.38,2.49,0.61,0.046,0.112,0.015,,,,,
H,"Hull Harbor, Inc. DBA Harbor One Marina",,106,LIS EB Inner - CT River,CT-E1 024-SB,002312,4493,Y,Outfall 001,04/12/13,,>72hours,N,2.3,6.5,6.2,28,50,0.33,0.68,0.16,0.557,0.165,0.015,,,,,
H,Norwest Marine Inc.,Norwest Marine Inc.,103,Norwalk River,,001041,,N,Brooks/Stormwater,05/08/13,,,N,3.4,6.84,6.99,32.8,24,0.0825,0.1,0.05,0.3,0.116,0.0082,43.60%,27.70%,22,330,0.00%
H,H.W. Maxwell,,059,Mystic River,,002231,4493,N,S.E. Corner of Property,03/25/13,03/18/13,7,N,8.4,6.9,8.6,184,143,0.43,7.34,1.95,1.09,0.597,0.141,100.00%,12.20%,105,988,0.00%
H,HP Marine,Fort Rachel Marina,137,Mystic River,,000663,,N ,Outfall 2,05/09/13,04/20/13,19,N,5.6,6.66,7.32,58,87,0.11,0.56,1.28,0.52,0.11,0.076,8.84%,6.25%,13.4,46,0.00%
H,Yankee Boat Yard & Marina,,113,CT River,,000423,4493,,Outfall 2,12/18/12,,,N,1,,7.1,28,118,0.34,1.85,0.37,1.61,0.6,0.015,6.25%,6.25%,16,40,0.00%
H,Norwest Marine Inc.,Norwest Marine Inc.,137,,,001078,,,,05/09/13,,,N,0.5,,6.28,83.2,71,0.27,3.98,0.92,3.034,1.387,0.057,6.25%,6.25%,27.76,113,0.00%
H,"Branford Landing Marina, Inc.",,014,Branford River,,001981,4493,,Outfall 1,03/12/13,03/08/13,4,N,1,7.1,7.1,6,16,0.025,0.28,0.13,0.1,0.052,0.015,28.70%,19.50%,7,57,0.00%
H,Old Lyme Marina,Old Lyme Marina,105,,CT-E1029-SB,002394,4493,Y,OLM-1,05/08/13,04/21/13,17,N,4.8,5.72,7.62,54.8,599,0.64,1.32,7.8,1.75,0.57,0.08,,,,,
H,"Sea Bound Marine, Inc",Essex Island,050,Connecticut River,,000189,4493,N,Essex Island Bulk Head Sheet Flow,05/09/13,04/12/13,27,N,0.7,5.72,7.9,140,267,1.04,3.74,1.2,2.62,0.616,0.071,100.00%,12.50%,49,80,0.00%
H,Brewer Deep River Marina,Brewer Deep River Marina,036,Connecticut River,,000419,,N,Parking Lot Catch Basin,04/12/13,04/02/13,10,N,0.7,4.78,6.51,4,10,0.01,1.04,0.96,0.106,0.067,0.01,8.84%,8.84%,6,30,0.00%
H,Spencer's Marina,Spencer's Marina,084,Milford Harbor,,001051,4493,Y,Outfall 1 (SM-OF-1),04/10/13,03/31/13,10,N,3.3,,6.89,484,78,0.69,5.1,1.45,2.13,0.303,0.018,6.25%,6.25%,64,524,0.00%
H,Petzold's Marine Center,Spencer's Marina,113,Connecticut River,,000398,4493,Y,Outfall 2 (PMC OF-2),03/12/13,03/09/13,3,N,7.3,,7.77,109,300,0.43,1.31,0.43,2.48,0.496,0.026,6.25%,6.25%,34,161,0.00%
H,Mike Stahl,Whitey's Marina,037,Housatonic River,,002287,4493,Y,Outfall 002,05/08/13,05/04/13,4,N,3.3,,4.9,357,50,0.5,6.45,1.53,0.204,0.184,0.015,100.00%,100.00%,47,160,100.00%
H,Pootatuck Yacht Club,Pootatuck Yacht Club,,,,002472,,,PYC-OF-1,03/12/13,,,N,2.7,6.79,7.38,18,137,0.48,1.96,0.23,0.21,0.27,0.025,100.00%,100.00%,160,88,100.00%
H,Riverside Yacht Club,Riverside Yacht Club BC#160034,057,Cos Cob Harbor,CT-W2-002,001891,7997,,Riverside A (=outfall 1),02/19/13,,,N,0.5,4.85,7.55,15,13,0.25,0.84,0.38,0.15,0.15,0.025,46.70%,27.70%,20,109,0.00%
H,Riverside Yacht Club,Riverside Yacht Club BC#160038,057,Cos Cob Harbor,CT-W2-022,001891,7997,,Riverside B (=outfall 2),02/19/13,,,N,2.4,4.85,7.79,121,120,0.55,8.48,0.5,0.08,0.22,0.025,100.00%,100.00%,32,784,100.00%
H,The Belle Haven Club,The Belle Haven Club BC#160037,057,Byram Harbor ,CT-W2-024,002452,7997,Y,Belle Haven,02/19/13,,,N,1.7,5.94,7.22,108,266,0.48,0.56,0.41,0.07,0.31,0.025,100.00%,100.00%,9,459,100.00%
H,Indian Harbor Yacht Club,Indian Harbor Yacht Club BC#160035,057,,,002367,,,IHYC #1,02/19/13,,,N,0.5,5.37,7.21,88,22,0.16,1.75,0.35,0.08,0.15,0.025,100.00%,100.00%,574,5850,65.00%
H,Indian Harbor Yacht Club,Indian Harbor Yacht Club BC#160036,057,Greenwich Harbor,CT-W1-021-SB,002367,7997,Y,HIYC #2,02/19/13,,,N,1.2,5.37,6.91,73,57,0.56,10.8,0.73,0.38,0.62,0.025,6.25%,6.25%,62,278,0.00%
H,River's End Marina,,126,Housatonic River,,002251,4493,N,,02/27/13,,,N,2.5,6,6.31,2.5,2.5,0.05,0.5,0.05,0.058,0.032,0.0065,40.60%,26.80%,2.1,8,0.00%
H,Between the Bridges Marina,Between the Bridges Marina,106,"Connecticut River, Connecticut River Regional Basin",4000,001381,4493,N,Outfall 001,11/27/12,11/24/12,3,N,4.1,7.1,7,56,284,0.51,2.13,1.08,2.25,0.383,0.088,6.25%,6.25%,334,1750,0.00%
H,Between the Bridges Marina,Between the Bridges Marina,106,"Connecticut River, Connecticut River Regional Basin",4000,001382,4493,N,Outfall 002,11/27/12,11/24/12,3,N,10.7,7.1,7.5,154,120,1.16,4.17,0.27,4.4,1.71,0.044,6.25%,6.25%,349,1913,0.00%
H,Between the Bridges Marina,Between the Bridges Marina,106,"Connecticut River, Connecticut River Regional Basin",4000,001382,4493,N,Outfall 003,11/27/12,11/24/12,3,N,3.9,7.1,7.1,194,74,0.2,2.58,1.28,0.936,0.663,0.015,6.25%,6.25%,32,278,0.00%
H,Stonington on the River,Stonington on the River,137,Pawcatuck River,,002288,,Y,Pit 1,03/19/13,03/07/13,12,Y,0.5,6.5,6.54,18.7,0.5,0.12,2.28,0.1,0.203,0.111,0.004,,,3.76,,
H,Robert Drenckhahn,Drenckhahn Boat Basin,057,Mianus River,,002441,4493,Y,Lift Well,03/19/13,03/12/13,7,Y,2.5,4.71,6.22,2.5,2.5,0.05,0.5,0.14,0.02,0.01,0.0065,100.00%,100.00%,2.2,18,100.00%
H,Town of Stonington,Town Dock,137,Stonington Harbor,,000748,6512,N,Outfall 1 (Ston TD-1),03/12/13,03/08/13,4,N,3.8,,6.97,87,150,0.53,1.45,0.33,0.074,0.241,0.073,100.00%,100.00%,6,143,100.00%
H,Gary H. Reynolds,Reynolds' Garage & Marine,075,8 Mile River/Hamburg Cove ,,001720,5551,N,1,03/12/13,03/08/13,4,Y,2.5,5.32,7.9,37.6,58,0.02,1.59,0.88,0.474,0.2,0.042,15.90%,6.25%,41.6,114,0.00%
H,Brewer Dauntless Shipyard,Brewer Dauntless Marina,050,Outfall 001,,002100,4493,N,Brewer Dauntless Marina,02/27/13,,,N,0.75,5.97,6.43,0.5,18,0.02,1.25,0.03,0.0025,0.029,0.001,100.00%,100.00%,4,39,80%
H,Brewer Dauntless Shipyard,Brewer Dauntless Marina,050,Outlet,,002435,,N,Brewer Dauntless Marina,02/27/13,,,N,0.7,5.97,6.52,0.5,32,0.03,1.81,0.03,0.116,0.064,0.014,10.20%,8.84%,2,10,0%
H,Mystic Shipyard,Mystic Shipyard,137,Mystic River,,001557,,N,#1 West Yard - Essex St,06/07/13,,,N,2.5,7.07,6.7,48,34,0.2,1.38,0.91,0.54,0.43,0.028,6.25%,6.25%,10.5,73,0%
H,Mystic Shipyard,Mystic Shipyard,137,Mystic River,,002380,,N,#2 East Yard - Stafford St,06/07/13,,,N,2.5,7,6.66,53,26,0.26,1.69,0.76,2.17,0.05,0.007,10.60%,6.25%,17.1,391,0%
H,Whitney's Marina,,037,Housatonic River,,002287,4493,Y,Outfall 2,05/08/13,05/04/13,4,N,0.3,,4.9,357,50,0.5,6.45,1.53,0.204,0.184,0.015,100.00%,100.00%,47,160,100%
H,Boats Inc.,Boats Inc.,045,Nantic River,,002443,5551,Y,CB1,06/03/13,,,N,2.5,7.38,5.1,211,0.5,0.18,4.57,1.37,0.089,0.51,0.001,100.00%,57.40%,12.7,73,0%
H,Port Niantic,,045,Niantic River,,000856,4493,Y,1,05/08/13,05/01/13,7,N,15,5.22,6.62,230,420,0.23,5.01,0.05,16.3,7.32,0.236,6.25%,6.25%,316,2940,0%
H,Myriam Clarkson,Niantic Dockominium Association,045,Niantic River,,002453,4493,Y,Outfall 001,03/12/13,03/06/13,6,Y,0.8,6.07,7.48,10,124,0.07,2.36,0.27,0.95,0.416,0.029,,,,,
H,Tobey Russ,Three Belles Marina,045,"Smith Cove, Niantic River",,001997,4493,N,Outfall 1,06/03/13,05/28/13,6,N,2.5,6.93,8.6,195,436,0.83,2.31,0.81,2.15,1.23,0.034,6.25%,6.25%,85.2,924,0%
H,"Captain's Cove Marina of Bridgeport, Inc.",Captain's Cove Seaport,015,Long Island Sound Black Rock Harbor,,001734,,N,Lift well,05/08/13,,,N,2.5,5.87,5.7,82,32,0.12,0.83,0.77,0.3,0.09,0.019,6.25%,6.25%,4.41,51,0%
H,"Captain's Cove Marina of Bridgeport, Inc.",Captain's Cove Seaport,015,Long Island Sound Black Rock Harbor,,001734,,,#2 Boardwalk,05/08/13,,,N,2.5,6.04,6.3,83,12,0.26,1.16,0.9,0.29,0.28,0.024,6.25%,6.25%,9.03,107,0%
H,Between the Bridges Marina,Between the Bridges Marina,106,"Connecticut River, Connecticut River Regional Basin",,001381,4493,N,Outfall 002,03/19/13,03/16/13,3,N,1,4,6.6,10,30,0.07,1.31,0.13,0.721,0.327,0.015,6.25%,6.25%,7,25,0%
H,Between the Bridges Marina,Between the Bridges Marina,106,"Connecticut River, Connecticut River Regional Basin",4000,001381,4493,N,Outfall 003,03/19/13,03/16/13,3,N,1,4,6.3,5,24,0.025,0.51,0.15,0.176,0.179,0.015,13.10%,6.25%,2,13,0%
H,Between the Bridges Marina,Between the Bridges Marina,106,"Connecticut River, Connecticut River Regional Basin",4000,001382,4493,N,Outfall 001,03/19/13,03/16/13,3,N,1,4,6.9,16,227,0.22,0.97,0.13,0.997,0.143,0.046,6.25%,6.25%,13,46,0%
H,Gales Ferry Marina,,072,,,000713,4493,N,Outfall #3,05/23/13,,,N,1,5.51,6.55,3300,70,0.57,2.5,0.01,1.6,0.62,0.087,100.00%,49.20%,22,166,5%
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 003,02/19/13,02/11/13,8,Y,2.5,7.78,7.71,120,53,1.5,10,0.43,0.54,0.27,0.021,100.00%,100.00%,65,405,95%
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 001,02/19/13,02/11/13,8,Y,2.5,7.78,8.41,20,11,0.15,0.5,0.29,0.13,0.073,0.026,46.70%,26.80%,12,34,0%
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 001,05/08/13,04/20/13,18,N,1,6.59,7.73,90,294,0.4,1.58,0.3,0.781,0.517,0.175,,,,,
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 003,05/08/13,04/20/13,18,N,1,6.59,8.38,117,3392,9.92,9.74,0.05,21.2,7.47,0.961,,,,,
H,Norwalk Cove Marina Inc,,103,,,000319,,N,Main Office Flag Pole,05/08/13,04/01/13,37,N,2.7,6.3,6.64,123,1950,0.102,2.73,0.173,7.52,2.17,0.43,6.25%,6.25%,16,42,0.00%
H,Rick Kral,Beacon Point Marina,057,Mianus River,,001158,4493,,Outfall 003,02/16/12,,,N,2.5,,7.05,320,84,0.38,0.5,7.4,0.22,0.25,0.0065,43.50%,35.40%,2600,18469,0.00%
H,Thomas Caruso,Total Marine of Norwalk Inc,103,Norwalk Harbor- Long Island Sound,,002272,,,Outfall,08/13/13,,,N,1.29,6.98,6.9,92,15,0.21,0.914,0.712,0.494,0.38,0.00794,12.50%,6.25%,50.2,614,0.00%
H,Gwenmor Marina,Gwenmor Marina,137,Mystic Harbor,,002313,4493,N,Outfall 1 (GM of -1),08/13/13,08/09/13,4,N,1.5,6,7.71,243,130,1.66,18.6,1.2,9.39,1.94,0.021,,,,,
H,Mystic River Marina,,137,Mystic Harbor,,000348,4493,Y,Outfall 1 (MRM-1),08/13/13,08/09/13,4,N,5,6,6.93,189,52,1,2.79,0.9,3.78,2.71,0.067,,,,,
H,Captian Cove's Marina of BPT. Inc,Captian's Cove Seaport,015,Long Island Sound / Black Rock Harbor,,001234,4493,N,Lift Well,06/03/13,05/25/13,9,N,2.5,6.23,4.88,11,3,0.02,1.09,1.33,0.032,0.09,0.003,,,,,
H,Captian Cove's Marina of BPT. Inc,Captian's Cove Seaport,015,Long Island Sound / Black Rock Harbor,,001234,4493,N,#2 Boardwalk,06/03/13,05/25/13,9,N,2.5,3.58,4.97,8,3,0.02,0.68,1.15,0.045,0.1,0.005,,,,,
H,Marina on Palmer Cover LLC,d/b/a Palmers Cove Marina,059,Palmer Cove,,001137,5551,Y,Ramp,08/09/13,07/01/13,39,N,2.5,5,6.96,121,174,0.33,2.05,2.45,1.27,0.39,0.014,,,,,
H,Connors and O'Brien Marina,,137,Pawcatuck River,,002418,4493,Y,Outfall 1 (CO OF -1) ,08/13/13,08/09/13,4,N,91,6,7.71,137,39,0.43,1.11,0.75,1.23,0.196,0.022,,,,,
H,Urstadt Biddle Properties Inc,Stratford Boardwalk Marina,057,Housatonic River,,001901,4493,Y,CB-1,08/13/13,08/09/13,4,N,2.5,5.3,6.88,65,24,0.12,1.2,1.1,0.73,0.27,0.0065,,,,,
H,Urstadt Biddle Properties Inc,Stratford Boardwalk Marina,057,Housatonic River,,001901,4493,Y,CB-2,08/13/13,08/09/13,4,N,2.5,5.3,7.31,95,48,0.15,1.3,1.2,0.093,0.13,0.032,,,,,
H,"Cedar Island Marina, Inc",J Dock,027,Clinton Harbor,,000401,4993,Y,J Dock,08/13/13,08/09/13,4,N,2.5,7.38,8,175,4,0.94,1.31,0.94,0.011,0.01,0.0005,50.00%,35.40%,1207,7670,0.00%
H,blp marina,Fort Rachel Marina,137,Mystic River,,000663,,N,Outfall #2,08/09/13,08/04/13,5,N,2.5,6.3,7.38,48,46,0.18,1.46,6.67,0.42,0.14,0.025,,,,,
H,"Wilson Cove Marina, Inc",,103,Wilson Cove / LIS,,001052,,N,Stormwater Sample,08/22/13,08/18/13,4,N,1.53,,5.22,40,5,0.145,1.26,0.3,0.4,0.298,0.0323,17.70%,17.70%,9.8,52.1,0.00%
H,Petzold's Marina Center, ,113,Connecticut River,,000398,4493,Y,Outfall 2 (PMC of -2),08/13/13,08/09/13,4,N,0.7,6,8.07,37,14,0.21,0.54,1.02,0.224,0.049,0.001,,,,,
H,Saugatuck Harbor Yacht Club,,158,Duck Pond/ Southwest Shoreline,,002502,7997,Y,DISCHARGE PIPE ,08/01/13,07/26/13,6,N,2.2,5.48,5.77,44.7,8,0.176,2.52,0.84,1.06,0.749,0.0166,6.25%,6.25%,40,173,0.00%
H,West Cove Marina,,156,,,001013,,,In Middle of Yard,08/13/13,,,N,0.5,6.56,7.11,21,0.5,0.23,3.22,1.04,0.09,0.15,0.025,100.00%,100.00%,3,43,100.00%
H,Pootatuck Yacht Club,Pootatuck Yacht Club,138,,,002472,,,PYC-OF-1,07/11/13,07/02/13,9,N,0.5,4.76,6.7,26,83,0.68,0.91,2.39,0.14,0.09,0.025,100.00%,100.00%,34,123,65.00%
H,"J. Catalano & Sons, Inc.",J. Catalano & Sons Inc.,057,Byram River - Long Island Sound,,002247,4493,Y,Outfall 001,03/12/13,03/06/13,6,N,0.25,,6.17,5,2,0.21,0.528,0.247,0.122,0.174,0.0015,6.25%,6.25%,6,34,0.00%
H,Guilford Boat Yards Inc,Guildfor Boat Yards,060,West River,,000536,4493,Y,Outfall 001,06/03/13,05/30/13,4,N,3,4.7,7.38,129,310,0.64,2.51,1.2,2.72,0.326,0.11,6.25%,6.25%,26,105,0.00%
H,The Shore and Country Club,The Shore and Country Club,103,Norwalk Harbor,,002570,4493,N,Outfall Location One,05/28/13,,>72hours,N,2.5,6.38,6.93,25,31,0.05,0.5,0.45,0.18,0.12,0.0065,37.90%,12.50%,23,56,0.00%
H,"Sea Bound Marine, Inc",Essex Island Reality #WP2223-11,050,Connecticut River,,000189,4493,,Essex Island Bulk Head Sheet Flow,08/09/13,08/04/13,5,N,0.5,5,7.4,59,16,0.29,0.47,0.7,1.2,0.24,0.01,,,,,
H,Town of Stonington,Town Dock,137,Stonington Harbor,,000748,6512,N,Outfall 2 (Ston TD-2),08/22/13,08/13/13,9,N,3.2,6.44,5.34,380,29,1.7,13,1.86,0.102,1.38,0.006,,,,,
