Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 1,12/17/12,12/10/12,,N,5.3,3.73,6.52,19,86,0.08,0.61,0.28,0.027,0.209,0.019,100.00%,100.00%,6,21,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample Site 1,03/12/13,03/08/13,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 5,01/12/12,12/27/11,,N,,4.72,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 5,05/29/12,05/22/12,,N,0.7,4.05,4.30,32,9.5,0.09,1.68,0.94,0.009,0.057,0.004,100.00%,100.00%,8,22,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 5,12/17/12,12/10/12,,N,0.7,3.73,3.94,5,2.5,0.01,0.21,0.14,0.003,0.023,0.001,93.90%,68.30%,1,7,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample Site 7,01/12/12,12/27/11,,N,,4.72,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample Site 7,05/29/12,05/22/12,,N,1.5,4.05,6.30,110,32,0.19,2.59,0.76,0.021,0.129,0.007,100.00%,100.00%,42,273,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 7,12/17/12,12/10/12,,N,1.4,3.73,6.76,47,13,0.08,1.41,0.5,0.011,0.079,0.001,100.00%,100.00%,78,1875,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample Site 7,03/12/13,03/08/13,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLC","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,12/21/11,12/08/11,,N,13,5.46,7.25,180,170,0.304,3.82,0.65,0.228,0.490,0.178,100.00%,100.00%,32,165,90.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLC","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,03/28/12,03/09/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLC","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,07/18/12,07/15/12,,N,13,4.76,6.60,230,210,0.48,4.33,1.19,1.070,1.140,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLC","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,09/18/12,09/08/12,,N,,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLC","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,12/17/12,12/10/12,,N,6.3,5.81,7.57,116,170,0.25,1.92,0.35,0.167,0.465,0.178,100.00%,100.00%,18,86,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc.","City Auto Parts, Inc.",064,MS4,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),06/13/12,06/02/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc.","City Auto Parts, Inc.",064,MS4 -Hartford Municipal Storm Sewer,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),12/18/12,12/10/12,,N,,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc.","City Auto Parts, Inc.",064,MS4,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),03/12/13,03/08/13,,N,21,5.00,8.70,330,520,1.2,2.1,0.025,0.670,1.500,0.760,100.00%,100.00%,50,354,70.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sims Metal MGT - Stam Iron,,135,Stamford Sanitary Sewer,,002438,5093,N,Oil water Separator Discharge,05/01/12,04/01/12,,N,13.6,7.40,8.30,111,108,0.27,1.23,0.38,0.106,0.375,0.076,100.00%,100.00%,64,521,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Simsmetal East, LLC",DBA Stamford Iron & Metal,135,Stamford Sanitary Sewer,,002438,5093,N,Oil water Separator Discharge,02/27/13,02/23/13,,N,6.8,7.30,7.80,30,17,0.025,0.54,0.05,0.043,0.250,0.071,100.00%,80.00%,42,732,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Liberty Recycling, LLC",,017,Basin,,002478,5093,N,Basin,05/21/12,05/16/12,,N,3.2,5.80,6.60,21,79,0.025,0.34,0.11,0.037,0.050,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Nichols Auto Parts Inc,Nichols Auto Parts Inc,027,Wetlands,5000-10,002503,"5015, 5093",N,NIC-1 (Overflow To Wetlands),01/12/12,01/01/12,,N,10,5.50,7.80,1100,1800,1.8,12,0.05,1.500,6.100,4.800,100.00%,100.00%,26,77,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,Of #2,05/08/13,04/19/13,,N,,,,,,,,,,,,100.00%,100.00%,,,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,Of #3,05/08/13,04/19/13,,N,,,,,,,,,,,,100.00%,100.00%,,,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling , LLC",ReCommunity Recycling ,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,05/08/13,04/30/13,,N,,6.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,04/01/13,03/19/13,,N,0.8,5.45,5.78,102,2.5,0.34,2.05,0.005,0.008,0.051,0.006,100.00%,100.00%,2,25,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,04/01/13,03/19/13,,N,0.7,5.59,2.74,14,2.5,0.02,0.57,46.8,0.003,0.013,0.001,100.00%,100.00%,6,27,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF #3,03/19/13,03/12/13,,Y,2.7,6.60,7.50,107,36,0.16,3.87,0.05,0.052,0.443,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,N,OF #2,03/28/12,03/02/12,,N,31.1,,7.40,90,238,4.76,11.6,0.28,0.218,2.620,0.467,100.00%,100.00%,217,1096,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Liberty Recycling, LLC",,017,,,002478,,N,Basin,06/06/13,06/02/13,,N,1,6.90,6.90,5,2,0.025,0.27,0.1,0.005,0.114,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sims Metal Management - Stamford Iron,,135,Stamford Sanitary Sewer,,002438,5093,,OWS Discharge,10/02/12,09/29/12,,N,6.2,6.80,7.20,35,9,0.06,0.6,0.05,0.030,0.214,0.033,100.00%,100.00%,94,589,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT Rriver, CT River Basin",N,002206,5093,N,Sample Site 1,05/23/13,05/19/13,,N,0.7,,,12,48,0.09,0.8,0.11,0.005,0.039,0.002,100.00%,100.00%,2,10,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT Rriver, CT River Basin",,002206,5093,N,Sample Site 5,05/23/13,05/19/13,,N,0.7,,,47,2.5,0.06,0.39,0.1,0.003,0.009,0.001,100.00%,100.00%,1,4,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Metal Management Aerospace ,Sims Metal Management Aerospace,064,"Unnamed Swale to CT Rriver, CT River Basin",,002206,5093,N,Sample Site 7,05/23/13,05/19/13,,N,2.2,,,40,85,0.26,1.8,0.4,0.027,0.096,0.009,100.00%,100.00%,10,104,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Thames River Recycling, Inc.","Thames River Recycling, Inc.",083,Sawmill Brook,,001660,5093,N,OF1,05/08/13,,,N,0.5,,6.86,92.1,101,0.51,4.93,0.23,0.009,0.093,0.003,100.00%,100.00%,7.47,20,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLc","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,05/08/13,04/20/13,,N,1.6,,6.55,49,22,0.15,1.22,0.25,0.039,0.085,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc","Ross Recycling Inc, ",116,Town Drainage System ,3400-00,002092,5093,N,Ros-1 Semi annual,06/03/13,05/30/13,,N,0.5,6,6.4,53,7.8,0.073,1.3,0.2,0.054,0.075,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-1,06/03/13,05/30/13,,N,0.5,6,6.4,31,2.4,0.018,0.25,0.64,0.026,0.14,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc",City Auto Parts Inc,064,MS4- Hartford Municipal Storm Sewer,4000-26,002239,5015/5093,N,CIT-1 (To Fishfry Street),09/12/13,09/03/13,,N,6,6,7.3,180,190,0.45,1.4,0.68,0.27,0.58,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-1,09/12/13,09/03/13,,N,5.6,6,7.4,110,34,0.23,1.6,0.39,0.1,0.6,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation ,,093,Little River,,001689,5093,N,OF-2,08/09/13,08/01/13,,N,5.6,6.4,7.3,200,75,0.25,10.5,0.38,0.142,0.732,0.117,100.00%,100.00%,289,1355,70.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation ,,093,Little River,,001689,5093,N,OF 3,08/09/13,08/01/13,,N,4.1,6.4,7.6,77,33,0.18,3.85,0.6,0.039,0.177,0.015,100.00%,100.00%,138,171,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Willimantic Waste Paper Co. Inc.,Willimantic Recycling and Scrap Metals Facilities,163,,3100-00-4,000516,4593,N,DSN-001,03/12/13,03/08/13,,N,11,6.5,5.44,398,19,0.55,4.49,0.005,0.014,0.789,0.013,37.70%,30.80%,46,204,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Willimantic Waste Paper Co. Inc.,Willimantic Recycling and Scrap Metals Facilities,163,,3100-00-4,000516,4593,N,DSN-002,03/12/13,03/08/13,,N,0.7,6.5,6.7,47,6,0.09,1.48,0.02,0.007,0.114,0.007,100.00%,100.00%,30,118,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Simsmetal East LLC,DBA Stamford Iron & Metal,135,Stamford Sanitary Sewer,,002438,5093,N,OWS Discharge,06/18/13,,<3 day,N,2.4,7.4,7.5,38,17,0.07,1.13,0.13,0.032,0.139,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Nutmeg Recycling LLC,ReCommunity Recycling,132,"Dry Brook to Scantic River, Connecticut",6074,001862,5093,N,Outfall A,08/01/13,07/26/13,,N,0.7,7.23,7.99,34,2.5,0.03,0.42,1.61,0.0025,0.008,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,09/28/12,09/05/12,,N,0.7,6.21,6,23,29,0.17,1.78,0.73,0.013,0.089,0.004,70.70%,68.30%,8,78,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Robert J. Smith,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,09/28/12,09/05/12,,N,0.7,5.21,4.73,5,10,0.04,0.49,0.005,0.005,0.028,0.001,75.20%,70.70%,1,8,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,CT Scrap,,086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-quarterly,03/12/13,03/08/13,,N,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,N,Outfall #1,11/01/13,10/07/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,06/07/13,06/03/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,06/07/13,06/03/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,11/01/13,10/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,11/01/13,10/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-001,03/31/14,03/20/14,,N,0.7,6.89,7.16,14,5,0.04,0.45,0.04,0.012,0.138,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,G&S Scrap Metal,G&S Scrap Metal,132,Podunk River,,002183,5093,N,Outfall-002,03/31/14,03/20/14,,N,0.7,7.14,5.68,29,2.5,0.03,0.61,0.01,0.003,0.017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys,064,"Unnamed swale leading to CT river, CT River basin",,002206,5093,N,Sample site 1,04/15/14,04/11/14,,N,0.7,5.35,6.59,118,16,0.46,9.88,0.72,0.022,0.107,0.004,100.00%,100.00%,24,123,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys,064,"Unnamed swale leading to CT river, CT River basin",,002206,5093,N,Sample site 5,04/15/14,04/11/14,,N,0.7,5.35,5.35,5,2.5,0.02,0.42,0.07,0.003,0.010,0.001,100.00%,100.00%,1,3,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys,064,"Unnamed swale leading to CT river, CT River basin",,002206,5093,N,Sample site 7,04/15/14,04/11/14,,N,0.7,5.35,6.70,57,15,0.08,1.64,0.62,0.006,0.034,0.001,100.00%,100.00%,32,187,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,,Outfall-1,08/01/12,07/28/12,,N,0.7,6.74,6.20,32,2.5,0.05,0.9,0.36,0.018,0.045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,Sims Metal Management,101,Little River,,001689,5093,N,OF 2,03/29/14,03/19/14,,N,1,6.40,,39,33,0.11,4.45,,0.014,0.086,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SMM New England Corporation,,101,Little River,,001689,5093,,OF 3,03/29/14,03/19/14,,N,2.4,6.40,,150,,,5.26,,,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Nutmeg Recycling, LLC",ReCommunity Recycling,132,"Dry Brook to the Scantic River, Connecticut River ",,001862,5093,N,Outfall A,11/07/13,11/01/13,,N,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"City Auto Parts, Inc.","City Auto Parts, Inc.",064,MS4- Hartford Municipal Storm Sewer,4000-26,002239,"5015, 5093",N,CIT-1 (To Fishfry Street),11/27/13,11/18/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Connecticut Scrap, LLC","Connecticut Scrap, LLC",086,Oxoboxo Brook,3004-00,001111,5093,Y,CTS-1,11/18/13,11/07/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys,064,"Unnamed swale discharging to CT river, CT River basin",,002206,5093,N,Sample site 1,12/23/13,12/16/13,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys,064,"Unnamed swale discharging to CT river, CT River basin",,002206,5093,N,Sample site 5,12/23/13,12/16/13,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"ELG UTICA ALLOYS (Hartford), Inc.",ELG Utica Alloys,064,"Unnamed swale discharging to CT river, CT River basin",,002206,5093,N,Sample site 7,12/23/13,12/16/13,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town Drainage System,3400-00,002092,5093,N,ROS-1 Semi- annual,11/18/13,11/07/13,,N,,,,780,,,,,1.100,2.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Maine Plastics, Inc.","Maine Plastics, Inc.",138,,7101-00-1,002610,5093,N,DSN-001,09/22/13,09/13/13,,N,0.7,6.60,6.64,17,200,0.15,0.7,0.16,0.016,0.114,0.014,100.00%,100.00%,2,13,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLC","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,03/19/14,03/12/14,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Central Scrap Metal Co., Inc.","Central Scrap Metal Co., Inc.",151,Naugatuck River,,002622,5098,N,"365 Thomaston Ave, Waterbury, CT",10/06/13,,,N,5.26,6.92,7.18,25,47,0.2,2.91,0.25,0.980,0.990,0.089,6.25%,6.25%,28,58.6,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ostrinsky Scrap, LLc","Ostrinsky Scrap, LLC",077,Hockanum River Watershed,,002218,5093,N,DSN-001,11/07/13,11/01/13,,N,2.1,6.73,6.30,63,47,0.27,2.08,0.44,0.056,0.188,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Rubino Brothers, Inc.","Rubino Brothers, Inc.",135,,7000-40-1,001143,5093,N,DSN001,03/12/13,02/27/13,,N,34,6.50,7.33,133,140,0.16,0.97,0.005,0.257,2.470,0.675,100.00%,100.00%,800,2930,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Lakin Tire East, Inc.","Lakin Tire East, Inc.",156,Phipps Lake,,001025,5093,,Outfall-1,07/23/13,07/13/13,,N,0.7,7.45,7.20,41,2.5,0.13,1.2,0.66,0.013,0.060,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Metal Management Aerospace, Inc.",Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 1,08/01/13,07/26/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Metal Management Aerospace, Inc.",Sims Metal Management Aerospace,064,"Unnamed Swale to CT River, CT River basin",,002206,5093,N,Sample site 7,08/01/13,07/26/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"Ross Recycling, Inc.","Ross Recycling, Inc.",116,Town drainage system,3400-00,002092,5093,N,ROS-1 (quarterly),09/22/13,09/12/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,,,000108,4953,N,Outfall #001,09/18/12,09/08/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,No Name Brook,,000108,4953,N,Outfall #002,09/18/12,09/08/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,Stormwater Catch Basins,,000108,4953,N,Outfall #001,12/07/12,11/27/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,No Name Brook,,000108,4953,N,Outfall #002,12/07/12,11/27/12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,Stormwater Catch Basins,,000108,4953,N,Outfall #001,03/12/13,03/07/13,,N,1,5.00,7.00,22,18,0.11,2.52,0.66,0.030,0.264,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,No Name Brook,,000108,4953,N,Outfall #002,03/12/13,03/07/13,,N,1,5.00,6.90,12,25,0.12,2.14,0.7,0.012,0.461,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,,,000108,4953,N,Outfall #001,08/01/13,07/26/13,,N,1,6.00,4.50,90,14,0.14,2.73,1.39,0.013,0.058,0.015,70.70%,58.40%,12,48,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,"NLR, Inc.","NLR, Inc.",047,No Name Brook,,000108,4953,N,Outfall #002,08/01/13,07/26/13,,N,1,6.00,6.60,37,20,0.17,2.24,2.39,0.010,1.890,0.015,22.50%,12.50%,19,169,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
