Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville,110,Quinnipiac River via storm drain,,000573,1429,N,Plainville North DSN 002,09/18/12,09/08/12,,N,2.8,5.00,6.46,277.0,149.0,0.37,2.25,1.36,0.091,0.196,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Old Saybrook,106,Rock Creek,,000572,3273-2951,N,Old Saybrook DSN 001,09/18/12,09/08/12,,N,9.6,6.00,6.76,47.3,62.0,0.38,3.19,3.86,0.013,0.037,0.002,,,36.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Hamden,062,Wintergreen Brook via town storm drain,,000569,2951,N,Hamden DSN 001,09/28/12,09/08/12,,N,1.6,4.50,5.93,35.3,141.0,0.14,2.44,0.05,0.014,0.137,0.007,,,24.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Haven,093,Quinnipiac River,,000578,2951,Y,North Haven DSN 001,09/28/12,09/08/12,,N,1.6,4.50,6.24,22.2,25.0,0.09,3.3,0.74,0.017,0.039,0.003,,,81.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,Y,Farmington DSN 001,09/18/12,09/08/12,,N,0.5,5.00,7.42,11.3,3.0,0.07,0.05,0.05,0.009,0.01,0.001,,,191.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,Y,Farmington DSN 002,09/18/12,09/08/12,,N,1.6,5.00,7.56,11.3,6.0,0.07,0.05,0.05,0.009,0.026,0.001,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,Y,Farmington DSN 003,09/18/12,09/08/12,,N,2,5.00,7.60,15.0,30.0,0.08,0.05,0.05,0.009,0.075,0.001,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram- Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No. 1 (T-001),10/10/12,10/07/12,,N,2.5,7.30,7.70,39.0,16.0,0.05,0.5,0.16,0.02,0.01,0.0065,100.00%,100.00%,14,74,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram- Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No. 2 (T-002),10/10/12,10/07/12,,N,2.5,7.30,7.30,78.0,8.0,1.9,0.5,0.05,0.02,0.14,0.0065,100.00%,100.00%,13,43,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram- Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No . 1 (T-001),04/23/12,04/01/12,,N,2.5,7.10,6.65,17.0,2.5,0.05,0.5,0.4,0.02,0.028,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram- Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No. 2 (T-002),04/23/12,04/01/12,,N,2.5,7.10,6.17,42.0,8.0,0.05,0.5,0.21,0.02,0.085,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Branford,099,Burr Brook,,000577,1429-2951-4011,,North Branford DSN 003,04/12/13,03/31/13,,N,0.5,6.00,6.40,58.5,328.0,1.23,1.02,0.05,0.074,0.336,0.012,,,128.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 001,06/03/13,05/28/13,,N,0.5,6.00,6.67,22.2,0.5,0.13,0.05,0.11,0.0025,0.029,0.001,,,33.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 002,06/03/13,05/28/13,,N,0.5,6.00,6.43,0.5,0.5,0.13,0.05,0.14,0.0025,0.015,0.001,,,31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Waterbury,151,Naugatuck River,,000574,2951,Y,Waterbury DSN 001,06/03/13,05/28/13,,N,3.6,4.00,8.09,28.9,375.0,0.57,0.11,0.16,0.015,0.065,0.005,,,33.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Hamden Asphalt,062,Wintergreen Brook via town storm drain,,000569,2951,N,Hamden DSN 001,04/12/13,03/31/13,,N,1.6,5.00,7.83,18.7,16.0,0.1,0.37,0.05,0.007,0.016,0.001,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Danbury Asphalt,034,Limeklin Brook,,000567,2951,Y,Danbury Asphalt DSN 001,06/03/13,05/28/13,,N,2.8,5.00,6.97,85.5,214.0,0.49,0.05,0.34,0.016,0.061,0.005,,,50.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Haven,101,Quinnipiac River,,000578,2951,Y,North Haven DSN 001,06/03/13,05/28/13,,N,0.5,5.00,6.77,87.7,63.0,0.4,0.36,0.27,0.01,0.022,0.003,,,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 003,06/03/13,05/28/13,,N,1.2,5.50,7.36,0.5,4.0,0.1,0.05,0.29,0.0025,0.025,0.001,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 004,06/03/13,05/28/13,,N,0.5,5.50,7.38,0.5,3.0,0.14,0.05,0.24,0.0025,0.019,0.001,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 005,06/03/13,05/28/13,,N,0.5,5.50,7.27,0.5,6.0,0.19,0.48,0.13,0.0025,0.024,0.001,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Manchester,077,Hockanum River,,001436,2951,N,Manchester DSN 004 (formerly called 004B),06/03/13,05/28/13,,N,0.5,6.00,7.03,7.5,20.0,0.3,2.1,0.42,0.005,0.024,0.002,,,87.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Manchester,077,Hockanum River,,001436,2951,N,Manchester DSN 005,06/03/13,05/28/13,,N,1.6,6.00,7.07,11.3,20.0,0.2,0.56,0.31,0.005,0.022,0.003,,,88.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Old Saybrook,106,Rock Creek,,000572,3273-2951,N,Old Saybrook DSN 001,06/07/13,06/03/13,,N,1.6,5.00,7.11,18.7,5.0,0.06,0.2,0.16,0.008,0.025,0.001,,,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN002,03/19/13,03/12/13,,N,3.36,5.50,7.30,81.0,154.0,0.31,0.68,0.25,0.05,0.088,0.039,100.00%,100.00%,28,289,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Groton,059,Poquonock River,,001330,2951-3273-1429-1442,Y,Groton DSN 001,06/07/13,06/03/13,,N,16.4,5.00,5.35,432.0,206.0,0.5,2.13,0.76,0.043,0.314,0.031,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN003,05/15/12,05/10/12,,N,6.8,6.8,8.56,170.0,260.0,0.05,0.5,0.11,0.02,0.24,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN004,05/15/12,05/10/12,,N,5.7,6.8,8.85,250.0,380.0,0.2,0.5,0.05,0.053,0.36,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Davenport,135,LIS,,000591,3273,Y,DSN 001,05/15/12,05/10/12,,N,2.5,5.50,8.59,26.0,32.0,0.05,0.5,0.34,0.02,0.054,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville,110,Quinnipac River Storm Drain,,000579,1429-2951,Y,Plainville South DSN 004,07/23/13,07/13/13,10,N,3.6,8.7,8.62,35.3,231,0.41,4.8,0.44,0.036,0.084,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington  ,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 001,08/09/13,08/03/13,6,N,0.5,7.69,6.78,53,24,0.11,0.9,0.19,0.02,0.031,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington  ,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 002,08/09/13,08/03/13,6,N,0.5,7.59,7,58.5,14,0.008,0.74,0.05,0.02,0.041,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington  ,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 003,08/09/13,08/03/13,6,N,0.5,7.77,7.61,50.2,9,0.05,0.7,0.05,0.02,0.015,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Manchester,077,Hockanum River,,001436,2951,N,Manchester DSN 004B,09/28/12,09/08/12,,N,2,5.00,7.24,7.5,17.0,0.07,0.93,0.05,0.006,0.026,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Manchester,077,Hockanum River,,001436,2951,N,Manchester DSN005,09/28/12,09/08/12,,N,2,5.00,6.63,252.0,297.0,0.29,2.4,0.13,0.018,0.032,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN003,06/17/13,06/14/13,,N,2.5,5.7,,55,74,0.05,0.50,0.59,0.02,0.049,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,LIS,,000594,2951,Y,DSN004,06/17/13,06/14/13,,N,8.1,5.7,,59,32,0.15,0.50,0.43,0.02,0.044,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Triram Connecticut LLC,Triram - Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No.1 (T-001),06/03/13,05/29/13,,N,2.5,6.1,7.5,23,5,0.05,0.5,0.54,0.02,0.042,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Triram Connecticut LLC,Triram - Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No. 2 (T-002),06/03/13,05/29/13,,N,2.5,6.1,6.7,57,20,0.05,0.5,0.13,0.02,0.1,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN001,09/12/13,08/28/13,,N,0.75,5.00,6.89,69.0,52.0,0.13,1.94,0.76,0.012,0.048,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Waterbury,151,Naugatuck River,,000574,2951,Y,Waterbury DSN 001,10/19/12,10/15/12,,N,1.6,4.00,6.25,15.0,40.0,0.025,0.27,0.22,0.007,0.029,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville South,109,Quinnipiac river,,000579,1429-2951,Y,Plainville South DSN 004,09/28/12,09/08/12,,N,1.2,5,6.98,22.2,52,0.08,1.05,2.65,0.068,0.061,0.039,,,61.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,,SM-1,04/12/13,03/31/13,,N,2.5,,9.78,84.0,130.0,0.17,1,0.2,0.02,0.082,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,,SM-2,04/12/13,03/31/13,,N,2.5,,9.18,9.5,26.0,0.05,0.5,1,0.02,0.01,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,N,outfall No. 1 SM-1,10/19/12,10/15/12,,N,2.5,7.30,9.33,110.0,360.0,0.16,0.5,0.13,0.04,0.12,0.015,100.00%,100.00%,120,90,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,N,outfall No. 2 SM-2,10/19/12,10/15/12,,N,2.5,7.30,8.29,23.0,5.0,0.05,0.5,0.05,0.01,0.01,0.0065,100.00%,100.00%,79,295,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,N,outfall No. 1 SM-1,11/22/13,11/18/13,,N,,6.50,9.70,150.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Davenport,135,Long Island Sound,,000591,3273,Y,DSN001,11/07/13,11/01/13,,N,,7,8.9,,73,0.35,,0.74,,,,100.00%,100.00%,140,704,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Danbury Asphalt,034,Limelin Brook via Danbury Treatment Plant,,000567,2951,Y,Danbury Asphalt DSN 001,04/15/14,04/08/14,,N,0.5,5.00,7.46,35.3,58.0,0.09,0.54,0.1,0.01,0.021,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Hamden Asphalt,062,Wintergreen Brook via town storm drain,,000569,2951,N,Hamden DSN 001,04/15/14,04/08/14,,N,1.6,5.20,8.65,0.5,58.0,0.07,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Old Saybrook,106,Rock Creek,,000572,3273-2951,N,Old Saybrook DSN 001,04/15/14,04/08/14,,N,0.5,5.30,7.87,0.5,13.0,0.11,0.79,0.05,0.009,0.019,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville,110,Quinnipiac River via storm drain,,000573,1429,N,Plainville North DSN 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville,110,Quinnipiac River via storm drain,,000573,1429,N,Plainville North DSN 002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Waterbury,151,Naugatuck River,,000574,2951,Y,Waterbury DSN 001,04/15/14,04/08/14,,N,2,5.00,7.38,11.3,27.0,0.025,0.74,0.15,0.007,0.032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 001,04/15/14,04/08/14,,N,1.2,7.50,7.05,0.5,17.0,0.34,0.23,0.31,0.014,0.023,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 002,04/15/14,04/08/14,,N,0.5,7.50,6.70,18.7,21.0,0.07,0.68,0.32,0.016,0.024,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Farmington,052,Dead Wood Swamp,,000576,2951,N,Farmington DSN 003,04/15/14,04/08/14,,N,0.5,7.50,6.61,7.5,5.0,0.025,0.91,0.3,0.006,0.012,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Branford,099,Burr Brook,,000577,1429-2951-4011,Y,North Branford DSN 003,04/15/14,04/08/14,,N,,7.00,,,650.0,0.26,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,North Haven,101,Quinnipiac River,,000578,2951,Y,North Haven DSN 001,04/15/14,04/08/14,,N,2.4,5.00,8.68,3.7,25.0,0.025,0.7,0.37,0.009,0.018,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Plainville South,110,Quinnipiac river,,000579,1429-2951,Y,Plainville South DSN 004,04/15/14,04/08/14,,N,2.4,7.00,7.20,11.3,240.0,0.16,1,0.3,0.016,0.037,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Wilsonville,141,French River,,000582,2951,N,Wilsonville DSN 001,04/30/14,04/26/14,,N,1.6,5.30,6.62,0.5,5.0,0.05,0.5,0.13,0.005,0.011,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Tilcon Manchester,077,Hockanum River,,001436,2951,N,Manchester DSN005,04/30/14,04/26/14,,N,2.4,8.80,7.47,0.5,3.0,,0.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 003,04/15/14,04/08/14,,N,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 004,04/15/14,04/08/14,,N,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Newington,094,Piper Brook River,4402,001437,2951-1429,N,Newington DSN 005,04/15/14,04/08/14,,N,0.5,8.10,6.91,7.5,1.0,0.11,0.64,0.05,0.008,0.04,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tilcon,Groton,059,Poquonock River,,001330,2951-3273-1429-1442,Y,Groton DSN 001,04/30/14,04/26/14,,N,0.5,5.00,6.84,0.5,38.0,0.05,0.54,0.16,0.005,0.017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Neyra Industries Inc,South Windsor,132,Runoff Pit,,000485,,N,,10/31/13,,,N,0.7,5.48,5.06,22.0,9.5,0.07,1.38,1.16,0.009,0.114,0.001,100.00%,100.00%,4,18,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram - Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No. 1 (T-001),11/07/13,11/01/13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"Triram Connecticut, LLC",Triram - Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No. 2 (T-002),11/07/13,11/01/13,,N,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",New Milford Asphalt,096,Still River,,000587,2951,N,DSN005,09/10/13,08/27/13,,N,0.5,6.90,8.10,41.0,120.0,0.14,1.47,0.86,0.01,0.03,0.013,100.00%,100.00%,260,725,65.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Davenport,135,Long Island Sound,7000-42-1,000591,3273,Y,DSN001,08/22/13,08/13/13,,N,2.5,6.50,8.59,130.0,300.0,2,5.8,0.67,0.02,0.099,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O & G Industries, Inc",Waterbury Asphalt,151,Naugatuck River,,001566,2951,Y,DSN001,11/07/13,11/01/13,,N,4.75,,,114.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O & G Industries, Inc",New Milford Asphalt,096,Still River,,000587,2951,N,DSN005,03/12/14,02/21/14,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O&G Industries, Inc.",Bostwick,015,Long Island Sound,,000594,2951,Y,DSN003,11/07/13,11/01/13,,N,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,"O & G Industries, Inc",Bostwick,015,Long Island Sound,,000594,2951,Y,DSN004,11/07/13,11/01/13,,N,24,,,490.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Suzio York Hill companies,Meriden Faciltiy,080,Baldwin Pond/Harbor & Sawmill Brooks,,002399,2951,N,outfall No. 001 SM-1,04/15/14,04/08/14,,N,,5.50,,69.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Triram Connecticut LLC,Triram - Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No.1 (T-001),04/16/14,04/08/14,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Triram Connecticut LLC,Triram - Portland Facility,113,Connecticut River,,000147,2951,Y,Outfall No.2 (T-002),04/16/14,04/08/14,,N,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
