Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,iron,mercury,alu,hydrocarbon
D,Seymour Auto Wrecking,107 New Haven Rd,124,Bladens Brook,,2518,5015,N,Manhole,3/12/13,3/8/13,,N,3.3,6.5,7.1,134,310,0.62,1.68,0.06,0.04,0.152,0.061,100.00%,100.00%,1,61,100.00%,9.72,0.0001,6.4,nd
D,Arite Used Auto Parts,Arite Used Auto Parts,89,"Webster Brook, Mattabesset Regional Basin",,2551,5015,Y,SW-1,3/13/13,3/8/13,,Y,,,,,,,,,,,,,,,,,1.38,0.0002,0.8,
D,Kleeman's Auto Parts ,Kleeman's Auto Parts LLC,114,,,923,,,Stream Near Route 165,6/25/12,,,N,,,,,,,,,,,,,,,,,1.07,0.0001,1.4,
D,Ross Auto Parts,Ross Auto Parts,17,,,2284,5015,Y,SW-1,2/27/13,2/23/13,4,Y,,,,,,,,,,,,,,,,,0.413,,0.397,
D,Kleeman's Auto Parts ,Kleeman's Auto Parts LLC,114,,,923,,,Stream Near Route 165,12/21/12,,,N,0.75,6.91,6.52,17,92,0.1,2.21,0.24,0.131,0.994,0.276,,,,,,6.93,0.0002,5.08,
D,"Parker St. Used Auto Parts, Inc.","Parker St. Used Auto Parts, Inc.",77,Hockanum River & Tankerhoosen River Drainage Basin,,984,5015,N,SW-1,2/27/13,2/23/13,,Y,,,,,,,,,,,,,,,,,4.07,,3.26,5
D,"S. Camerota & Sons, Inc.",Camerota Truck Parts,49,Freshwater Brook/CT Main Stem Regional Basin,,1062,5015,N,SW-1,2/27/13,2/23/13,,N,,,,,,,,,,,,,,,,,2.12,,1.37,
D,"Tom's Used Auto Parts, LLC","Tom's Used Auto Parts, LLC",17,"Pequabuck River, Farmington Regional Basin",,1783,5015,Y,SW-1,2/27/13,2/23/13,,N,,,,,,,,,,,,,,,,,5.42,0.0001,3.88,
D,"South Windsor Auto Parts, Inc.","South Windsor Auto Parts, Inc.",132,"Sciantic River, Sciantic Regional Basin",,1980,5015,Y,SW-1,10/10/12,10/7/12,,N,,,,,,,,,,,,,,,,,0.525,0.0001,0.729,
D,Ross Auto Parts,Ross Auto Parts,17,"Pequabuck River, Farmington Regional Basin",,2284,5015,Y,SW-1,10/10/12,10/5/12,5,N,1.1,6.9,7.4,75,352,0.694,2.5,0.023,0.015,0.05,0.0144,100.00%,100.00%,16,65,100.00%,5.89,0.0001,6.28,27
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,10/19/12,10/15/12,,N,,,,,,,,,,,,,,,,,2.73,0.0002,1.15,
D,LaJoie's Auto Wrecking Co Inc,,103,,CT-W2-013,477,5093,Y,1-CB,7/23/12,7/16/12,,N,18,6.4,6.6,90,450,0.5,1.1,0.27,0.7,1.4,0.59,45.00%,33.00%,26,57,0.00%,12,0.0002,3.5,41.97
D,"Terryville Auto Parts, Inc.","Terryville Auto Parts, Inc.",111,"Pequaback River, Farmington Regional Basin",,1684,5015,N,SW-2,10/19/12,10/10/12,,N,0.5,6.51,6.56,23.7,3,0.05,0.67,0.1,0.005,0.04,0.01,100.00%,100.00%,19.2,96.7,100.00%,,,,5
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequaback River, Farmington Regional Basin",,1122,5015,N,SW-1,9/28/12,9/23/12,,N,0.85,5.8,7.1,10,23.6,0.065,1.3,0.74,0.009,0.045,0.0122,100.00%,100.00%,12,94,100.00%,1.02,0.0001,0.7,0.55
D,Ding's Auto Sales,Ding's Auto Sales & Salvage,74,Tributary of Miry Brook,6705-09-1-L2,776,5015,N,Ding's #1 East,10/19/12,>3 days,,N,0.25,6.89,7.28,5.46,2.5,0.25,0.74,0.95,0.08,0.02,0.002,100.00%,100.00%,38,88,100.00%,,,,
D,Ding's Auto Sales,Ding's Auto Sales & Salvage,74,Tributary of Miry Brook,6705-09-1-L2,776,5015,N,Ding's #1 West,10/19/12,>3 days,,N,0.25,6.89,7.13,10.8,2.5,0.1,0.68,0.26,0.02,0.17,0.002,100.00%,100.00%,10,30.2,75.00%,,,,
D,"Stewart's Auto Parts, Inc.","Stewart's Auto Parts, Inc.",5,"Morgan Brook, Farmington Regional Basin ",,1058,5015,N,SW-1,12/18/12,12/9/12,,N,,,,,,,,,,,,,,,,,6.92,0.0002,2.12,
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,12/17/12,12/9/12,,N,1.9,4.5,7.2,58,80,0.17,1.5,0.23,0.032,0.134,0.043,,,,,,5.11,0.0001,3.56,0.069
D,"Albert's Used Auto Parts, LLc","Albert's Used Auto Parts, LLC",140,Naugatuck River & Naugatuck Regional Drainage Basin,,2523,5015,N,SW-1,12/17/12,12/9/12,,N,,,,,,,,,,,,,,,,,0.919,0.0001,0.61,
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,"Willimantic River, Willimantic Regional Basin ",,2475,5015,Y,SW-1,12/27/12,12/21/12,,N,,,,,,,,,,,,,,,,,34.5,,27.8,2.5
D,Petrillo's Used Auto Parts,Petrillo's Used Auto Parts,93,"Quinnipiac River, Quinnipiac Regional Basin",,2368,5015,N,SW-1,12/10/12,12/7/12,,N,3.4,5.5,6.7,18,29,0.05,0.98,0.64,0.033,0.447,0.015,100.00%,74.30%,10,64,20.00%,,,,50
D,Bishop's Used Auto Parts,Bishop's Used Auto Parts,80,"Sawmill Brook, Mattasbasset Regional Basin ",,2171,5015,Y,SW-1,12/17/12,12/9/12,8,N,1,6.6,6.5,5,6,0.025,0.2,0.19,0.005,0.015,0.015,100.00%,100.00%,16,55,95.00%,0.43,,0.29,50
D,"South Windsor Auto Parts, Inc.","South Windsor Auto Parts, Inc.",132,"Sciantic River, Sciantic Regional Basin",,1980,5015,Y,SW-1,11/13/12,11/7/12,,N,0.7,6.54,6.81,21,49,0.23,0.85,0.025,0.02,0.087,0.098,100.00%,100.00%,8,26,95.00%,3,0.0001,2.45,0.04
D,Conn. Used Parts & Auto Wrecking,Conn. Used Parts & Auto Wrecking ,151,"Naugatuck River, Naugatuck Regional Basin",,2249,5015,Y,SW-1,12/21/12,12/10/12,,N,8.6,5.02,6.71,62.1,160,0.34,1.07,0.1,0.09,0.2,0.11,,,,,,9.1,0.0001,5.02,5
D,"S. Camerota & Sons, Inc.",Camerota Truck Parts,49,Freshwater Brook/CT Main Stem Regional Basin,,1062,5015,N,SW-1,12/17/12,12/9/12,,N,1.4,6.43,6.95,17,20,0.1,0.65,0.14,0.029,0.085,0.005,100.00%,75.20%,6,27,15.00%,1.35,,0.569,5
D,Tom's Foreign Auto Parts,Tom's Foreign Auto Parts,151,"Naugatuck River, Naugatuck Regional Basin",,1126,5015,Y,SW-1,12/4/12,11/27/12,,N,2.3,5.53,5.88,10.3,14,0.025,1.026,0.46,0.01,0.06,0.01,100.00%,100.00%,7.27,27.2,100.00%,0.33,0.0001,0.23,5
D,LaJoie's Auto Wrecking Co Inc,,103,,CT-W2-013,477,5093,Y,1-CB,12/21/12,12/14/12,,N,,,,,,,,,,,,,,,,,4.5,0.0002,1.3,
D,Bill's Auto Parts,Bill's Auto Parts,142,"Skungamaug River, Willimantic Regional Basin",,2511,5015,Y,SW-1,12/21/12,12/17/12,,N,1.4,4.43,6.33,23,310,0.53,0.94,0.025,0.027,0.104,0.024,100.00%,100.00%,10,35,100.00%,7.49,0.0001,5.7,0.2
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,12/18/12,12/9/12,,N,,,,,,,,,,,,,,,,,1.52,0.0001,0.907,
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,9/18/12,9/10/12,,N,2.1,6.29,7.08,36.7,10,0.0872,0.49,0.013,0.026,0.1,0.26,100.00%,100.00%,14,75,100.00%,0.49,0.0001,0.313,2.5
D,"Parker St. Used Auto Parts, Inc.","Parker St. Used Auto Parts, Inc.",77,Hockanum River & Tankerhoosen River Drainage Basin,,984,5015,N,SW-1,12/10/12,12/7/12,,N,0.75,7.07,7.09,36,42,0.28,0.89,0.09,0.033,0.096,0.064,100.00%,100.00%,8,32,100.00%,2.47,0.0001,2.73,
D,"M&J Auto Recycling, Inc. ","Marvin's Used Auto Parts, Inc.",28,Witch Meadow Brook/ Eightmile River Basin,,2236,5015,N,SW-1,12/21/12,12/17/12,,N,0.85,7.1,6.6,220,1380,2.43,4.3,0.115,0.119,0.212,0.09,100.00%,100.00%,18,49,100.00%,79.7,0.0001,67.4,1.05
D,"M&J Auto Recycling, Inc. ","M&J Auto Recycling, Inc. & M&J Bus",28,"Deep River, Yantic Regional Basin",,2079,5015,N,SW-1,12/21/12,12/17/12,,N,3.8,7.1,6.9,150,266,0.264,2.6,0.29,0.288,0.357,0.187,70.70%,66.00%,10,63,0.00%,15.2,0.0001,10.2,2.15
D,Daddio's Auto Parts,Daddio's Auto Parts,124,"Naugatuck River, Naugatuck River Basin",,1010,5015,Y,Daddio's Auto Parts,3/31/13,3/21/13,,N,,,,,,,,,,,,,,,,,1.36,,0.737,
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,3/12/13,3/8/13,,Y,1,6.4,7.4,18,69,0.11,0.76,0.05,0.051,0.176,0.039,100.00%,100.00%,29,99,100.00%,4.35,0.0002,1.75,250
D,Tom's Foreign Auto Parts,Tom's Foreign Auto Parts,151,"Naugatuck River, Naugatuck Regional Basin",,1126,5015,Y,SW-1,6/7/13,6/3/13,,N,0.5,5.65,5.73,1,0.5,0.025,0.5,0.1,0.005,0.005,0.01,,,,,,,,,2.5
D,Boyd's Used Auto Parts,Boyd's Used Auto Parts,104,"Shetucket River, Shetucket Regional Basin",,1253,5015,N,SW-1,4/12/13,4/9/13,,N,30,5.65,6.15,1100,140,0.13,3.75,0.03,0.257,0.72,0.149,100.00%,15.30%,400,324,0.00%,15.8,0.0001,5.82,500
D,Boyd's Used Auto Parts,Boyd's Used Auto Parts,104,"Shetucket River, Shetucket Regional Basin",,1253,5015,N,SW-2,4/12/13,4/9/13,,N,2.5,5.65,6.34,15,2200,0.06,6.54,0.02,0.647,3.22,1.49,100.00%,100.00%,20,69,95.00%,272,0.0001,136,20
D,Daddio's Auto Parts,Daddio's Auto Parts,124,"Naugatuck River, Naugatuck River Basin",,1010,5015,Y,Daddio's Auto Parts,10/19/12,10/15/12,,N,0.8,7.1,7.28,52,32,0.12,0.8,0.18,0.043,0.134,0.089,100.00%,100.00%,14,75,100.00%,3.1,,1.52,0.26
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,"Willimantic River, Willimantic Regional Basin ",,2475,5015,Y,SW-1,2/27/13,2/24/13,,Y,8.9,7.05,6.81,146,190,0.8,2.24,0.005,0.107,0.259,0.222,100.00%,100.00%,20,60,100.00%,13,,9.29,0.78
D,"Mark's Auto Parts, Inc. ","Mark's Auto Parts, Inc. ",40,"Stony Brook, Stony Brook Regional Basin ",,1094,5015,N,SW-1,4/12/13,4/9/13,,N,,,,,,,,,,,,,,,,,5.38,0.0001,3.11,5
D,LaJoie's Auto Wrecking Co Inc,,103,,CT-W2-013,477,5093,Y,1-CB,4/12/13,3/31/13,,N,14,6.57,6.54,140,150,0.22,0.5,0.13,0.87,0.95,1.5,25.00%,6.54%,19,261,0.00%,6.8,0.0005,2.4,37.43
D,Daddio's Auto Parts,Daddio's Auto Parts,124,"Naugatuck River, Naugatuck River Basin",,1010,5015,Y,SW-1,5/8/13,4/20/13,,N,4.2,6.7,6.67,73,340,0.6,2.33,0.07,0.304,1.14,0.871,,,,,,46.2,0.0001,17.9,6.2
D,"M&J Auto Recycling, Inc. ","M&J Auto Recycling, Inc. & M&J Bus",28,"Deep River, Yantic Regional Basin",,2079,5015,N,SW-1,5/8/13,4/19/13,,N,,,,,,,,,,,,,,,,,21.9,0.0001,15.6,
D,"M&J Auto Recycling, Inc. ","Marvin's Used Auto Parts, Inc.",28,Witch Meadow Brook/ Eightmile River Basin,,2236,5015,N,SW-1,5/8/13,4/19/13,,N,,,,,,,,,,,,,,,,,1.71,0.0001,10.2,
D,Seymour Auto Wrecking,,124,Bladens Brook,,2519,5015,N,Level Spreader,3/12/13,3/8/13,,N,0.7,6.5,6.9,56,980,1.98,0.98,0.07,0.086,0.413,0.109,100.00%,100.00%,2,23,95.00%,55.4,0.0001,55.5,nd
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,8/9/13,8/1/13,,N,,,,,,,,,,,,,,,,,0.56,,0.33,
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,6/3/13,5/23/13,,N,3.8,4.9,6.78,23.7,47,0.12,0.97,0.1,0.02,0.07,0.01,100.00%,100.00%,12.5,32.3,90.00%,4,0.0001,2.33,
D,Kleeman Auto,Kleeman's Auto Parts LLC,114,To Shetucket River,,923,,,Stream Near Route 165,3/19/13,,,N,,,,,,,,,,,,,,,,,0.29,0.0001,0.21,
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,6/3/13,5/31/13,,N,3.7,6.5,7.2,36,85,0.19,1.17,0.13,0.061,0.285,0.061,,,,,,5.78,0.0002,2.86,250
D,CT Used Parts & Auto Wrecking,CT Used Parts & Auto Wrecking,151,"Naugatuck River, Naugatuck Regional Basin",,2249,5015,Y,SW-1,6/7/13,6/3/13,,N,0.5,4.94,7.02,38.8,14.5,0.12,1.44,0.7,0.04,0.005,0.02,50.00%,50.00%,4.6,71.3,55.00%,1.61,,0.79,2.5
D,Ross Auto Parts,Ross Auto Parts,17,"Pequabuck River, Farmington Regional Basin",,2284,5015,Y,SW-1,5/8/13,4/17/13,21,N,0.9,5.9,6.6,70,42.5,0.228,2.9,0.23,0.039,0.019,0.0025,,,,,,0.431,0.0001,0.45,0.55
D,Seymour Auto Wrecking,,124,Bladens Brook,,2519,5015,N,Shoulder of Silvermine Road above yard,6/3/13,5/29/13,,N,,,,,,,,,,,,,,,,,3.91,0.0001,2.66,
D,Seymour Auto Wrecking,,124,Bladens Brook,,2519,5015,N,Level Spreader,6/3/13,5/29/13,,N,,,,,,,,,,,,,,,,,5.75,0.0001,5.49,
D,Seymour Auto Wrecking,,124,Bladens Brook,,2518,5015,N,Manhole,6/3/13,5/29/13,,N,,,,,,,,,,,,,,,,,11.9,0.0001,8.08,
D,Seymour Auto Wrecking,,124,Bladens Brook,,2518,5015,N,Phone Pole,6/3/13,5/29/13,,N,,,,,,,,,,,,,,,,,16,0.0001,9.79,
D,"Tom's Used Auto Parts, LLC","Tom's Used Auto Parts, LLC",17,"Pequabuck River, Farmington Regional Basin",,1783,5015,Y,SW-1,6/3/13,5/25/13,,N,4.8,6.43,7.19,52.3,1170,0.68,3.3,0.22,0.62,4.47,1.84,100.00%,100.00%,116,81,95.00%,97.2,,59.4,2.5
D,"Stewart's Auto Parts, Inc.","Stewart's Auto Parts, Inc.",5,"Morgan Brook, Farmington Regional Basin ",,1058,5015,N,SW-1,6/2/13,5/25/13,,Y,0.5,6.05,6.7,13.8,10,0.025,1,0.1,0.02,0.39,0.01,,,,,,0.92,,0.51,2.5
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,5/8/13,4/17/13,,N,,,,,,,,,,,,,,,,,0.752,0.0001,0.492,
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,6/7/13,6/3/13,,N,,,,,,,,,,,,,,,,,0.107,0.0001,0.114,
D,LaJoie's Auto Wrecking Co Inc,,103,,CT-W2-013,477,5093,Y,1-CB,6/7/13,6/3/13,,N,,,,,,,,,,,,,,,,,1.4,0.0002,0.62,
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,Willimantic River/ Willimantic Regional Basin ,,2475,5015,Y,SW-1,7/11/13,6/27/13,,N,2.8,4.85,7.05,98,200,0.35,1.89,1.48,0.097,0.258,0.202,,,,,,15,,8.55,
D,"South Windsor Auto Parts, Inc.","South Windsor Auto Parts, Inc.",132,"Sciantic River, Sciantic Regional Basin",,1980,5015,Y,SW-1,5/21/13,5/9/13,,N,0.7,5.5,6.87,75,430,0.94,1.39,0.66,0.092,0.39,0.496,,,,,,25.2,,19.1,0.15
D,Ross Auto Parts,Ross Auto Parts,17,,,2284,5015,Y,SW-1,7/9/13,7/1/13,8,N,,,,,,,,,,,,,,,,,0.028,,0.05,
D,Petrillo's Used Auto Parts,Petrillo's Used Auto Parts,93,"Quinnipiac River, Quinnipiac Regional Basin",,2368,,N,SW-1,6/7/13,6/3/13,,N,1,6.3,7.7,5,10,0.05,0.45,0.16,0.02,0.045,0.015,,,,,,,,,50
D & E,Stafford Auto Recyclers,Stafford Auto Recyclers,134,Un-named Brook to Baker Brook,,2546,5015,N,SAR-1,6/3/13,5/27/13,,N,0.7,7.12,7.15,53,69,0.22,1.15,0.12,0.035,0.072,0.032,,,,,,6.57,0.0001,4.82,2.01
D ,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,1/31/13,1/28/13,,N,3.7,5.3,5.77,86.1,2.5,0.07,1.4,0.15,0.0087,0.0302,0.00375,84.90%,79.00%,14,102,25.00%,0.051,0.001,0.0405,5.7
D ,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,8/1/13,7/25/13,,N,4.2,5.3,6.01,42.6,9,0.0623,0.77,0.226,0.0116,0.0729,0.0075,,,,,,,,,2.5
D,"South Windsor Auto Parts, Inc.","South Windsor Auto Parts, Inc.",132,"Sciantic River, Sciantic Regional Basin",,1980,5015,Y,SW-1,8/10/13,8/3/13,,N,,,,,,,,,,,,,,,,,2.38,,1.93,
D,CT Used Parts & Auto Wrecking,CT Used Parts & Auto Wrecking,151,"Naugatuck River, Naugatuck Regional Basin",,2249,5015,Y,SW-1,8/9/13,7/26/13,,N,,,,,,,,,,,,,,,,,3.23,,1.54,
D,Daddio's Auto Parts,Daddio's Auto Parts,124,"Naugatuck River, Naugatuck Regional Basin",,1010,5015,Y,SW-1,8/13/13,8/9/13,,N,,,,,,,,,,,,,,,,,5.55,,2.51,
D,"Arite Used Auto Parts, Inc","Arite Used Auto Parts, Inc",89,"Webster Brook, Mattabesset Regional Basin",,2551,5015,Y,SW-1,7/3/13,6/28/13,,N,,,,,,,,,,,,,,,,,0.05,0.0002,0.05,
D,Bishops Used Auto Parts,Bishops Used Auto Parts,80,"Sawmill Brook, Mattabesset Regional Basin",,2171,5015,Y,Sw-1,6/28/13,6/24/13,4,N,1,7,7.8,13,6,0.025,0.41,0.21,0.005,0.015,0.015,,,,,,0.74,,0.58,50
D,Reidville Used Auto Parts,Reidville Used Auto Parts,151,"Beaverpond Brook, Naugatuck Regional Basin",,1794,5015,N,SW-1,8/9/13,8/1/13,,N,,,,,,,,,,,,,,,,,2.06,,0.93,
D,Bill's Auto Parts,Bill's Auto Parts,163,"Skungamaug River, Willimantic Regional Basin",,2511,5015,Y,SW-1,7/11/13,7/7/13,,N,,,,,,,,,,,,,,,,,19.3,,10,
D,"Sid's Auto Sales and Used Parts Co, Inc","Sid's Auto Sales and Used Parts Co, Inc",121,,4801-03,2590,5015,N,SW #2 ,7/2/13,6/30/13,,N,,,,,,,,,,,,,,,,,0.18,0.0002,0.05,50
D,"Sid's Auto Sales and Used Parts Co, Inc","Sid's Auto Sales and Used Parts Co, Inc",121,,4801-03,2590,5015,N,SW #1,5/13/13,5/10/13,,N,2.5,5.9,6.53,38,9,0.12,0.5,0.05,0.02,0.059,0.0065,100.00%,100.00%,25,140,90.00%,0.05,0.0007,0.05,50
D,"Sid's Auto Sales and Used Parts Co, Inc","Sid's Auto Sales and Used Parts Co, Inc",121,,4801-03,2590,5015,N,SW #2,5/13/13,5/10/13,,N,2.5,5.8,6.76,23,2.5,0.05,0.5,0.05,0.02,0.066,0.0065,100.00%,100.00%,29,153,100.00%,0.05,0.0007,0.05,50
D ,"Sid's Auto Sales and Used Parts Co, Inc","Sid's Auto Sales and Used Parts Co, Inc",121,,4801-03,2590,5015,N,SW #2,10/23/13,10/14/13,,N,2.5,5.3,5.7,7.9,5,0.025,0.05,6.2,1.3,1.3,0.0065,6.25%,6.25%,2.8,558,0.00%,0.25,0.0001,0.36,
D,Daddio's Auto Parts,Daddio's Auto Parts,124,"Naugatuck River, Naugatuck Regional Basin",,1010,5015,Y,Daddio's Auto Parts,10/19/13,10/15/13,,N,0.8,7.1,7.28,52,32,0.12,0.8,0.18,0.043,0.134,0.089,100.00%,100.00%,14,75,100.00%,3.1,,1.52,0.26
D,Stafford Auto Recyclers,Stafford Auto Recyclers,134,Un-named Brook to Baker Brook,,2546,5015,N,SAR-1,9/12/13,,,N,,5.93,,,,,,,,,,,,,,,15.1,0.0001,9.59,
D,Stafford Auto Recyclers,Stafford Auto Recyclers,134,Un-named Brook to Baker Brook,,2546,5015,N,SAR-1,11/18/13,,,N,0.7,5.86,7.25,5,7,0.04,0.36,0.82,0.0025,0.008,0.001,100.00%,100.00%,66,276,95.00%,0.267,0.001,1.47,
D,Bill's Auto Parts,Bill's Auto Parts,163,"Skungamaug River, Willimantic Regional Basin",,2511,5015,Y,SW-1,11/7/13,11/3/13,,N,,,,,2200,0.87,,,0.29,0.724,,,,,,,108,,71.4,
D,"Albert's Used Auto Parts, LLc","Albert's Used Auto Parts, LLC",140,Naugatuck River & Naugatuck Regional Drainage Basin,,2523,5015,N,SW-1,10/18/13,10/6/13,,N,0.95,5.6,7.3,2300,90,0.175,1.9,0.23,0.078,0.319,0.0956,,,,,,7.42,0.0002,3.64,0.55
D ,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,11/27/13,11/23/13,,N,,,,,,,,,,,0.007,,,,,,,,,
D,Michael Soda,Brideport Auto Rescue,15,Storm Basin,,1962,,N,Front of Yard,9/10/13,,,N,2.5,7.01,6.94,170,18,0.32,2.5,0.62,0.074,0.1,0.02,100.00%,100.00%,46,184,100.00%,,,,
D,Boyd's Used Auto Parts,Boyd's Used Auto Parts,104,"Shetucket River, Shetucket Regional Basin",,1253,5015,N,SW-1,8/22/13,8/13/13,,N,,,,,,,,,,,,,,,,,17,0.0001,1.8,
D,Boyd's Used Auto Parts,Boyd's Used Auto Parts,104,"Shetucket River, Shetucket Regional Basin",,1254,5016,N,SW-2,8/22/13,8/13/13,,N,,,,,,,,,,,,,,,,,9.7,0.0001,0.18,
D,"Albert's Used Auto Parts, LLc","Albert's Used Auto Parts, LLC",140,Naugatuck River & Naugatuck Regional Drainage Basin,,2523,5015,N,SW-1,12/9/13,12/6/13,,Y,,,,,,,,,,,,,,,,,1.06,,0.46,0.00105
D,"Albert's Used Auto Parts, LLc","Albert's Used Auto Parts, LLC",140,Naugatuck River & Naugatuck Regional Drainage Basin,,2523,5015,N,SW-1,6/18/13,6/13/13,,N,,,,,,,,,,,,100.00%,100.00%,56,186,100.00%,4.473,0.0001,2.026,
D,"Albert's Used Auto Parts, LLc","Albert's Used Auto Parts, LLC",140,Naugatuck River & Naugatuck Regional Drainage Basin,,2523,5015,N,SW-1,3/12/14,3/9/14,,Y,1.05,6.6,6.8,140,27.7,0.058,0.8,0.023,0.015,0.072,0.0187,,,,,,2.03,,1.15,
D,Yales Auto Salvage ,Yales Auto Salvage,86,,,1162,5015,,Outfall 1,1/14/14,1/10/14,4,N,0.7,,6.54,12,89,0.22,0.97,0.27,0.119,0.353,0.506,75.20%,71.40%,22,96,5.00%,,,,
D,"Stafford Auto Recyclers, Inc.","Stafford Auto Recyclers, Inc.",134,Un-named Brook to Baker Brook,,2546,5015,N,SAR-1,3/20/14,,>5,N,,7.63,,,,,,,,,,,,,,,2.2,0.0001,1.66,
D,"Webster's Auto Sales, Inc.","Webster's Auto Sales, Inc.",111,"Pequabuck River, Farmington Regional Basin",,1122,5015,N,SW-1,4/14/14,4/7/14,7,N,,,,,,,,,,,,,,,,,5.55,,3.59,
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,4/8/14,4/4/14,4,N,,,,,,,,,,,,,,,,,,,,0.5
D,"George's Auto Parts, Inc.","George's Auto Parts, Inc.",15,"Pequonnock River, Southwest Eastern Regional Complex",,2516,5015,Y,SW-1,4/8/14,4/4/14,4,N,,,,,,,,,,,,,,,,,0.114,0.0001,0.155,
D,Tom's Foreign Auto Parts,Tom's Foreign Auto Parts,151,"Naugatuck River, Naugatuck Regional Basin",,1126,5015,Y,SW-1,3/28/14,3/19/14,9,N,,,,,,,,,,0.11,,,,,,,,,,5
D,Bill's Auto Parts,Bill's Auto Parts,142,"Skungamaug River, Willimantic Regional Basin",,2511,5015,Y,SW-1,4/8/14,4/4/14,4,N,,,,,820,0.92,,,0.061,0.251,,,,,,,42.6,,27.1,25
D,"Coutu Auto Sales, Inc.","Coutu Auto Sales, Inc.",163,Willimantic River/ Willimantic Regional Basin ,,2475,5015,Y,SW-1,4/15/14,4/7/14,8,N,,,,,,,,,,,,,,,,,82.9,,66.6,0.465
D,"S. Camerota & Sons, Inc.",Camerota Truck Parts,49,Freshwater Brook/CT Main Stem Regional Basin,,1062,5015,N,SW-1,4/30/14,4/26/14,4,N,,,,,,,,0.06,,,,,,,,,,,,0.11
D,"Stewart's Auto Parts, Inc.","Stewart's Auto Parts, Inc.",5,"Morgan Brook, Farmington Regional Basin ",,1058,5015,N,SW-1,3/31/14,3/19/14,12,N,,,,,,,,,0.005,0.04,,,,,,,0.13,,0.13,5
D,Bishop's Used Auto Parts,Bishop's Used Auto Parts,80,"Sawmill Brook, Mattabesset Regional Basin",,2171,5015,Y,SW-1,3/12/14,3/9/14,3,N,,,,,,,,,,,,,,,,,0.39,,0.41,50
D,"Sid's Auto Sales and Used Parts Co, Inc","Sid's Auto Sales and Used Parts Co, Inc",121,,4801-03,2590,5015,N,SW #2,3/19/14,3/12/14,7,N,,,,,,,,,,,,,,,,,0.22,0.0001,0.34,
D,Daddio's Auto Parts,Daddio's Auto Parts,124,"Naugatuck River, Naugatuck Regional Basin",,1010,5015,Y,SW-1,3/19/14,3/12/14,7,Y,,,,,,,,,,,,,,,,,73.1,,0.75,
D,CT Used Parts & Auto Wrecking,CT Used Parts & Auto Wrecking,151,"Naugatuck River, Naugatuck Regional Basin",,2249,5015,Y,SW-1,3/12/14,3/9/14,3,Y,,,,,,,,,,,,,,,,,28.6,,16.2,
D,"Parker St. Used Auto Parts, Inc.","Parker St. Used Auto Parts, Inc.",77,Hockanum River & Tankerhoosen River Drainage Basin,,984,5015,N,SW-1,3/20/14,3/12/14,8,N,,,,,,,,,,,,,,,,,1.7,,1.91,
